ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n882476,Retained,Single,192,Full Time,25,0,No,No,F,5.88,22,High,SEM-1,Faculty of Health
n883032,Retained,Single,84,Full Time,19,12,No,Yes,M,4.49,7,Low,SEM-1,Sci and Eng Faculty
n883107,Retained,Single,96,Full Time,19,0,No,No,F,6.23,3,Low,SEM-1,Faculty of Health
n883729,Retained,Single,96,Full Time,19,0,No,Yes,F,5.39,9,Medium,SEM-1,CI Faculty
n884121,Retained,Single,180,Full Time,21,24,No,Yes,F,4.29,11,Low,SEM-1,CI Faculty
n884453,Retained,Single,96,Full Time,21,0,No,No,F,4.25,24,Medium,SEM-1,Faculty of Law
n884640,Not Retained,Double,72,Full Time,19,0,No,No,F,5.82,2,Medium,SEM-1,Faculty of Health
n884774,Retained,Single,96,Full Time,19,0,No,Yes,F,5.01,7,Low,SEM-1,QUT Business School
n884904,Not Retained,Single,60,Full Time,19,36,No,No,F,3.99,2,Medium,SEM-1,Faculty of Health
n885040,Retained,Single,96,Full Time,22,0,No,No,M,5.51,7,Medium,SEM-1,CI Faculty
n885281,Retained,Single,96,Full Time,21,0,Yes,No,M,5.14,1,Medium,SEM-1,Faculty of Health
n885419,Not Retained,Single,108,Full Time,24,36,No,No,M,3.17,18,High,SEM-1,Sci and Eng Faculty
n886149,Retained,Single,120,Full Time,22,0,Yes,Yes,F,6,8,High,SEM-1,Faculty of Health
n886152,Not Retained,Single,0,Full Time,25,48,Yes,No,F,1.26,22,Medium,SEM-1,CI Faculty
n886189,Retained,Single,132,Full Time,21,0,No,No,F,4.99,21,Low,SEM-2,Faculty of Health
n886381,Retained,Single,96,Full Time,21,0,No,No,F,4.57,20,High,SEM-1,Faculty of Health
n886539,Retained,Single,96,Full Time,20,0,Yes,No,M,5,13,Medium,SEM-1,QUT Business School
n886604,Retained,Single,24,Part Time,31,0,No,No,F,5,14,High,SEM-1,Faculty of Law
n886849,Retained,Single,84,Full Time,21,0,No,No,F,6.3,24,Medium,SEM-1,CI Faculty
n887040,Retained,Single,0,Full Time,32,0,No,Yes,F,0.02,2,Medium,SEM-1,Faculty of Education
n887638,Retained,Single,192,Full Time,21,0,No,Yes,M,5.24,13,High,SEM-1,QUT Business School
n887730,Retained,Single,96,Full Time,22,0,No,No,M,4.6,7,High,SEM-1,Faculty of Education
n887933,Retained,Single,96,Full Time,19,0,No,No,M,6.86,8,Medium,SEM-1,Sci and Eng Faculty
n889620,Retained,Single,96,Full Time,24,0,No,No,M,5.13,10,Medium,SEM-1,Faculty of Health
n889675,Retained,Single,96,Part Time,20,0,No,No,M,4.65,2,Medium,SEM-1,Faculty of Health
n889808,Retained,Single,72,Full Time,21,24,No,Yes,M,3.99,10,Low,SEM-1,CI Faculty
n890059,Retained,Single,48,Full Time,20,0,No,No,F,4.49,23,Medium,SEM-2,Faculty of Law
n890853,Retained,Single,36,Part Time,42,0,No,Yes,M,5.33,11,Low,SEM-1,Faculty of Law
n890912,Retained,Single,144,Full Time,21,0,Yes,No,M,4.24,9,Low,SEM-2,CI Faculty
n891083,Retained,Single,204,Full Time,22,0,Yes,No,M,4.9,8,Medium,SEM-1,QUT Business School
n891120,Retained,Single,84,Full Time,20,0,No,No,M,5.84,11,High,SEM-1,Sci and Eng Faculty
n891299,Retained,Single,168,Full Time,23,12,No,Yes,F,4.72,3,High,SEM-1,Faculty of Law
n891316,Retained,Single,72,Full Time,22,24,No,No,M,3.36,11,Medium,SEM-1,Faculty of Education
n891735,Retained,Single,108,Full Time,29,0,No,No,F,5.87,25,Medium,SEM-1,Faculty of Health
n891856,Retained,Single,12,Full Time,20,60,No,No,M,2.34,11,High,SEM-1,Faculty of Law
n892725,Retained,Single,24,Full Time,20,36,No,Yes,F,3,7,Medium,SEM-1,CI Faculty
n892846,Retained,Double,156,Full Time,20,0,No,No,F,5.42,9,Medium,SEM-1,Faculty of Health
n893207,Not Retained,Single,48,Full Time,18,48,No,No,M,2.65,7,Medium,SEM-1,Sci and Eng Faculty
n893254,Retained,Single,96,Full Time,18,0,No,No,M,4.75,2,Low,SEM-1,CI Faculty
n893494,Retained,Single,300,Full Time,22,0,Yes,No,F,6.37,16,Medium,SEM-1,CI Faculty
n893704,Retained,Single,48,Full Time,19,0,No,No,M,4.25,11,High,SEM-2,Sci and Eng Faculty
n894158,Retained,Single,144,Full Time,24,48,Yes,No,M,3.69,13,Medium,SEM-1,Sci and Eng Faculty
n894512,Retained,Single,24,Full Time,26,0,No,No,F,6,5,High,SEM-2,Faculty of Health
n894753,Retained,Single,48,Full Time,24,0,Yes,No,M,4.68,16,High,SEM-2,Faculty of Health
n894784,Not Retained,Single,24,Full Time,26,12,No,Yes,M,3.67,4,Medium,SEM-1,Sci and Eng Faculty
n894826,Retained,Single,96,Full Time,25,0,No,No,F,6.12,16,High,SEM-1,Faculty of Education
n896235,Retained,Single,96,Full Time,19,0,No,Yes,M,5.13,7,Medium,SEM-1,Sci and Eng Faculty
n896993,Retained,Single,96,Full Time,19,0,No,No,F,6.01,3,High,SEM-1,QUT Business School
n897180,Retained,Single,144,Full Time,47,0,No,No,F,5.27,21,Medium,SEM-1,Faculty of Health
n898197,Retained,Single,96,Part Time,41,0,No,Yes,M,0,9,Medium,SEM-1,Faculty of Law
n898515,Retained,Single,96,Full Time,19,0,No,No,M,5.77,10,Medium,SEM-1,Faculty of Health
n898955,Retained,Single,168,Full Time,21,0,No,No,M,5.64,4,High,SEM-1,Sci and Eng Faculty
n899629,Retained,Single,48,Full Time,20,48,No,No,M,2.51,8,Medium,SEM-1,CI Faculty
n899926,Retained,Single,96,Full Time,21,0,No,Yes,F,5.38,9,Medium,SEM-1,Faculty of Health
n900163,Retained,Single,168,Full Time,20,0,No,No,M,4.71,8,Medium,SEM-1,Sci and Eng Faculty
n900503,Retained,Single,84,Full Time,20,12,No,No,F,4.62,20,High,SEM-1,Faculty of Law
n900736,Retained,Single,48,Full Time,25,0,No,No,M,5.01,15,High,SEM-2,QUT Business School
n901241,Retained,Single,24,Full Time,21,36,No,No,F,3.19,11,High,SEM-1,QUT Business School
n901525,Retained,Single,144,Full Time,20,0,No,No,M,5.08,8,Medium,SEM-1,Faculty of Law
n901858,Retained,Single,96,Full Time,19,0,No,No,M,5.76,7,Medium,SEM-1,Faculty of Health
n902035,Retained,Single,144,Full Time,47,0,No,No,F,5.24,21,Medium,SEM-1,Faculty of Health
n902045,Retained,Single,72,Full Time,20,24,Yes,No,M,3.65,2,High,SEM-1,QUT Business School
n902290,Retained,Single,96,Full Time,19,0,No,No,F,4.75,5,Low,SEM-1,Sci and Eng Faculty
n902493,Retained,Single,0,Full Time,33,0,No,No,M,-0,6,High,SEM-1,Sci and Eng Faculty
n902813,Retained,Single,120,Full Time,21,0,No,Yes,M,4.83,9,High,SEM-1,Faculty of Education
n903292,Retained,Single,96,Full Time,21,0,No,No,F,5.25,3,Medium,SEM-1,Faculty of Education
n903872,Not Retained,Single,48,Part Time,19,0,No,No,M,4.75,11,Medium,SEM-1,Faculty of Law
n904438,Retained,Single,96,Full Time,20,0,No,No,F,4.86,7,High,SEM-1,Faculty of Health
n904841,Not Retained,Single,24,Full Time,22,0,No,Yes,M,4.5,13,Medium,SEM-2,Sci and Eng Faculty
n904948,Retained,Single,96,Full Time,19,0,No,Yes,M,6.23,6,Medium,SEM-2,Sci and Eng Faculty
n905140,Retained,Single,192,Full Time,22,24,Yes,No,F,4.11,22,Low,SEM-1,QUT Business School
n905235,Retained,Single,192,Full Time,23,0,No,Yes,M,4.56,12,High,SEM-1,Faculty of Health
n905445,Retained,Single,48,Full Time,40,0,No,No,M,5.25,15,High,SEM-1,CI Faculty
n906040,Retained,Single,204,Part Time,22,0,No,Yes,M,4.88,2,High,SEM-1,QUT Business School
n907481,Retained,Single,48,Full Time,21,36,No,Yes,F,3.29,7,Medium,SEM-1,QUT Business School
n907693,Retained,Single,48,Full Time,19,0,No,Yes,M,4.49,5,High,SEM-2,Sci and Eng Faculty
n908119,Retained,Single,72,Full Time,30,0,No,Yes,M,4.83,25,Low,SEM-1,Sci and Eng Faculty
n908168,Not Retained,Single,0,Full Time,19,48,No,No,F,1,7,Medium,SEM-1,Faculty of Law
n909056,Not Retained,Single,144,Full Time,42,36,Yes,No,F,3.29,15,High,SEM-1,Faculty of Health
n909191,Retained,Single,48,Full Time,19,0,No,Yes,M,5.74,14,Medium,SEM-2,CI Faculty
n909462,Retained,Single,96,Full Time,19,0,No,No,M,5.25,12,High,SEM-1,Sci and Eng Faculty
n909507,Retained,Single,132,Full Time,22,12,Yes,No,M,4.24,25,Medium,SEM-2,QUT Business School
n909661,Retained,Single,96,Full Time,21,0,No,No,M,4.58,5,High,SEM-1,Faculty of Education
n909704,Retained,Single,240,Part Time,22,0,No,Yes,M,5.05,4,Low,SEM-1,QUT Business School
n909872,Retained,Single,84,Full Time,19,0,No,No,F,4.33,16,High,SEM-1,Faculty of Health
n910188,Retained,Single,132,Full Time,26,0,No,Yes,F,4.18,1,Medium,SEM-1,Faculty of Health
n910609,Retained,Single,96,Full Time,20,0,No,Yes,F,5.36,5,Medium,SEM-1,QUT Business School
n910818,Not Retained,Single,72,Full Time,21,24,No,No,M,3.88,8,High,SEM-1,Faculty of Law
n911021,Retained,Single,96,Full Time,21,0,No,No,F,6.4,10,High,SEM-1,Faculty of Education
n911217,Retained,Single,60,Full Time,27,12,No,No,M,4.5,14,High,SEM-1,Faculty of Health
n911354,Retained,Double,72,Full Time,19,0,No,No,F,4.49,7,High,SEM-1,Faculty of Health
n911709,Not Retained,Single,48,Full Time,19,0,No,Yes,M,3.99,10,Low,SEM-1,CI Faculty
n911792,Retained,Single,96,Full Time,19,0,No,No,F,4.64,9,High,SEM-1,Faculty of Education
n912543,Retained,Single,96,Full Time,22,0,No,No,M,5.14,7,Medium,SEM-1,QUT Business School
n912763,Retained,Double,132,Full Time,22,36,No,Yes,M,3.8,7,Medium,SEM-1,Faculty of Law
n913139,Not Retained,Single,48,Full Time,45,0,No,No,F,4.51,7,Medium,SEM-1,CI Faculty
n913368,Retained,Single,156,Full Time,23,0,No,No,M,4.39,25,Medium,SEM-1,QUT Business School
n913437,Retained,Single,96,Full Time,20,0,No,No,M,4.74,7,Medium,SEM-1,Sci and Eng Faculty
n913658,Retained,Single,36,Full Time,21,12,No,Yes,M,3.76,11,High,SEM-1,Faculty of Education
n913741,Retained,Single,24,Full Time,25,12,No,Yes,M,3.33,12,Medium,SEM-2,Faculty of Law
n914539,Retained,Single,156,Full Time,22,0,Yes,No,F,4.85,3,Medium,SEM-2,CI Faculty
n914667,Retained,Single,96,Full Time,26,0,No,Yes,M,6.4,22,Low,SEM-1,Sci and Eng Faculty
n914903,Retained,Single,96,Full Time,19,0,No,Yes,F,5.99,6,Medium,SEM-1,Faculty of Health
n915296,Retained,Single,36,Full Time,28,60,Yes,No,F,2.76,6,Medium,SEM-1,Faculty of Health
n915625,Retained,Single,192,Full Time,22,0,Yes,No,F,5.25,3,Medium,SEM-2,QUT Business School
n915770,Retained,Single,204,Full Time,23,48,No,Yes,M,4.74,16,High,SEM-1,Sci and Eng Faculty
n915915,Retained,Single,0,Full Time,22,0,No,No,F,-0,4,Low,SEM-1,QUT Business School
n916010,Retained,Single,108,Full Time,21,0,No,No,M,4.32,6,Medium,SEM-1,Faculty of Law
n916058,Retained,Single,96,Full Time,20,0,Yes,No,M,6.75,1,Low,SEM-1,Faculty of Health
n916709,Retained,Single,36,Full Time,21,12,Yes,No,M,4,9,Low,SEM-2,Sci and Eng Faculty
n916744,Retained,Double,84,Full Time,19,24,No,Yes,F,4.38,7,Medium,SEM-1,Faculty of Health
n916977,Not Retained,Single,48,Full Time,24,0,No,No,F,6.27,7,Medium,SEM-1,Faculty of Health
n917255,Retained,Single,144,Full Time,20,0,No,No,F,5.08,4,High,SEM-2,Faculty of Law
n917500,Retained,Single,48,Part Time,30,36,No,No,M,3.29,6,High,SEM-1,Sci and Eng Faculty
n917671,Not Retained,Single,0,Full Time,21,72,No,Yes,M,1.17,6,Low,SEM-1,Sci and Eng Faculty
n918037,Not Retained,Single,48,Full Time,23,0,No,Yes,F,4.25,22,Medium,SEM-2,Faculty of Law
n918074,Retained,Single,108,Full Time,21,0,No,No,F,5.56,6,Medium,SEM-1,CI Faculty
n918338,Retained,Single,156,Part Time,39,0,No,No,F,5.5,6,Low,SEM-1,Faculty of Health
n918375,Retained,Single,204,Full Time,21,0,No,No,F,6.33,21,Medium,SEM-1,Faculty of Law
n918409,Retained,Single,96,Full Time,27,0,No,No,F,5.78,15,Medium,SEM-1,Faculty of Education
n918448,Retained,Single,72,Part Time,23,24,No,No,F,3.64,3,High,SEM-1,CI Faculty
n918822,Retained,Single,96,Full Time,19,0,No,No,M,5.5,2,Low,SEM-1,Sci and Eng Faculty
n919042,Retained,Single,192,Part Time,36,0,No,No,F,6.49,9,Low,SEM-1,Faculty of Health
n919469,Retained,Single,96,Full Time,19,0,No,No,M,5.11,10,Medium,SEM-1,Faculty of Education
n919544,Not Retained,Single,60,Full Time,18,24,No,No,F,3.86,7,Medium,SEM-1,CI Faculty
n919602,Retained,Single,0,Full Time,29,0,No,Yes,F,0,7,Medium,SEM-1,QUT Business School
n920340,Retained,Single,96,Part Time,28,12,No,No,M,2,19,Medium,SEM-2,Faculty of Law
n920480,Retained,Single,96,Full Time,19,0,No,Yes,M,6.63,8,High,SEM-1,Faculty of Health
n920708,Retained,Single,96,Full Time,19,0,No,No,F,5.01,8,Medium,SEM-1,QUT Business School
n921115,Not Retained,Single,0,Full Time,19,0,No,Yes,F,0,9,Medium,SEM-1,CI Faculty
n921703,Not Retained,Single,96,Full Time,21,0,No,No,M,4.76,6,Low,SEM-1,Faculty of Education
n921897,Retained,Single,24,Full Time,21,48,No,No,F,3,15,Low,SEM-1,CI Faculty
n922788,Retained,Single,84,Part Time,25,36,No,No,F,3.68,16,High,SEM-1,Faculty of Law
n923091,Retained,Single,84,Full Time,20,12,No,No,F,4.63,20,High,SEM-1,Faculty of Law
n923557,Retained,Double,96,Full Time,19,0,No,No,M,5.76,8,Medium,SEM-1,Sci and Eng Faculty
n923620,Retained,Single,96,Full Time,20,0,No,No,F,5.64,6,Medium,SEM-1,CI Faculty
n924309,Not Retained,Single,36,Full Time,19,12,No,No,M,4.25,9,High,SEM-1,CI Faculty
n925205,Retained,Single,96,Full Time,22,0,No,Yes,F,5.86,8,Medium,SEM-1,Faculty of Health
n925437,Retained,Single,192,Full Time,25,0,No,No,M,4.88,14,Medium,SEM-1,Faculty of Law
n925751,Retained,Single,96,Full Time,19,0,No,Yes,M,5.01,11,Medium,SEM-1,CI Faculty
n925781,Not Retained,Single,36,Full Time,19,0,No,Yes,M,6.34,11,High,SEM-1,Sci and Eng Faculty
n925950,Retained,Single,96,Full Time,19,0,No,No,F,5.26,9,Medium,SEM-1,CI Faculty
n926124,Not Retained,Single,96,Full Time,19,0,No,Yes,F,6.6,2,High,SEM-1,Faculty of Health
n926138,Retained,Single,72,Full Time,21,12,No,No,M,3.7,10,High,SEM-1,QUT Business School
n926697,Retained,Single,96,Full Time,20,0,No,Yes,M,6.38,1,Low,SEM-1,Faculty of Health
n927215,Retained,Single,72,Full Time,36,0,No,Yes,F,5.5,23,High,SEM-1,CI Faculty
n928106,Retained,Single,96,Full Time,22,0,Yes,No,F,5.12,14,Medium,SEM-1,Faculty of Health
n928535,Retained,Single,168,Full Time,20,0,No,No,F,5.19,9,High,SEM-1,CI Faculty
n928540,Retained,Single,120,Full Time,21,12,No,No,M,4.6,17,Medium,SEM-1,Sci and Eng Faculty
n928593,Retained,Single,192,Full Time,20,0,No,No,M,5.21,6,High,SEM-1,QUT Business School
n928672,Not Retained,Single,144,Full Time,25,24,Yes,Yes,F,3.59,14,Low,SEM-1,Faculty of Health
n928816,Not Retained,Single,84,Full Time,26,0,No,Yes,M,4.7,1,Medium,SEM-1,QUT Business School
n929297,Retained,Double,144,Full Time,21,0,Yes,No,M,5.75,6,Medium,SEM-1,Sci and Eng Faculty
n929373,Not Retained,Single,48,Full Time,20,0,No,Yes,F,6.02,7,Low,SEM-1,Faculty of Law
n929956,Retained,Single,72,Full Time,20,24,No,No,M,4.25,7,Medium,SEM-1,Sci and Eng Faculty
n930229,Retained,Single,48,Part Time,20,48,No,Yes,F,3.26,20,Low,SEM-1,Faculty of Health
n930528,Retained,Single,96,Full Time,20,0,No,Yes,M,4.77,11,Medium,SEM-1,QUT Business School
n930957,Retained,Single,168,Full Time,30,0,No,Yes,M,5.07,22,Low,SEM-1,Faculty of Health
n931174,Retained,Single,72,Full Time,19,0,No,Yes,F,5,4,High,SEM-2,Faculty of Law
n931438,Retained,Single,84,Full Time,20,0,No,No,F,5.01,1,Medium,SEM-2,Faculty of Health
n931500,Retained,Single,96,Full Time,19,0,No,No,M,5.62,7,Medium,SEM-1,Sci and Eng Faculty
n932626,Retained,Single,96,Full Time,18,0,No,No,M,5.75,8,Medium,SEM-1,CI Faculty
n932797,Not Retained,Single,144,Full Time,21,36,No,Yes,F,4.07,8,High,SEM-1,Faculty of Health
n932800,Retained,Single,192,Full Time,27,0,No,Yes,M,6.5,12,Low,SEM-2,Sci and Eng Faculty
n933868,Retained,Single,96,Full Time,21,0,No,No,M,5.14,23,High,SEM-1,CI Faculty
n934150,Not Retained,Single,48,Full Time,19,0,No,Yes,M,5.5,6,Low,SEM-1,Sci and Eng Faculty
n934326,Retained,Double,96,Full Time,20,0,Yes,No,F,4.63,5,Medium,SEM-1,Faculty of Law
n934768,Retained,Single,96,Full Time,19,0,No,No,M,5.62,10,Medium,SEM-1,Sci and Eng Faculty
n935153,Retained,Single,180,Part Time,40,12,No,Yes,F,3.83,11,Low,SEM-1,Faculty of Health
n935528,Not Retained,Single,96,Full Time,19,0,No,No,M,4.89,22,Medium,SEM-1,Sci and Eng Faculty
n935529,Retained,Single,36,Part Time,20,12,No,No,F,4.78,3,High,SEM-2,CI Faculty
n935702,Retained,Single,48,Full Time,20,36,No,No,M,3.16,12,Medium,SEM-1,QUT Business School
n935708,Not Retained,Single,0,Full Time,36,12,No,No,M,1.01,21,High,SEM-1,Sci and Eng Faculty
n935968,Retained,Single,192,Full Time,23,0,Yes,No,M,4.63,5,Low,SEM-1,QUT Business School
n936422,Retained,Single,48,Full Time,21,0,No,Yes,F,5.24,10,High,SEM-2,CI Faculty
n936551,Not Retained,Single,84,Full Time,18,12,No,Yes,F,5.01,7,High,SEM-1,QUT Business School
n936954,Retained,Single,156,Full Time,33,0,No,No,M,4.75,6,Medium,SEM-1,Sci and Eng Faculty
n937396,Retained,Double,96,Full Time,19,0,No,No,F,4.74,9,Low,SEM-1,Faculty of Health
n938339,Retained,Single,60,Full Time,44,0,No,No,F,5.8,13,High,SEM-2,QUT Business School
n938511,Retained,Single,96,Full Time,19,0,No,Yes,F,5.14,7,Medium,SEM-1,Faculty of Health
n939100,Not Retained,Single,0,Full Time,26,48,No,No,M,1.25,5,Medium,SEM-1,Faculty of Health
n939182,Retained,Single,168,Full Time,22,0,No,No,F,5.15,21,Medium,SEM-1,CI Faculty
n939706,Retained,Single,96,Full Time,21,0,No,Yes,M,5.23,4,High,SEM-1,Faculty of Health
n939842,Not Retained,Single,0,Part Time,29,0,No,Yes,F,0.01,21,Medium,SEM-1,Faculty of Law
n939954,Retained,Single,96,Part Time,22,24,No,Yes,M,4.01,6,Medium,SEM-1,CI Faculty
n940265,Retained,Single,96,Full Time,19,0,No,No,F,5.75,11,Medium,SEM-1,Sci and Eng Faculty
n941301,Retained,Single,168,Full Time,21,0,No,Yes,M,5.08,3,Low,SEM-1,Sci and Eng Faculty
n941343,Retained,Single,96,Full Time,18,0,No,Yes,F,6.14,2,Medium,SEM-1,Faculty of Health
n941468,Not Retained,Single,0,Full Time,27,0,No,No,M,0,2,Medium,SEM-1,Sci and Eng Faculty
n941539,Retained,Single,60,Full Time,19,36,No,No,M,3.62,8,High,SEM-1,Sci and Eng Faculty
n941641,Not Retained,Single,84,Full Time,19,0,No,Yes,F,6.42,3,Medium,SEM-2,Sci and Eng Faculty
n941658,Retained,Single,96,Full Time,21,0,Yes,Yes,M,5.89,11,Medium,SEM-1,Sci and Eng Faculty
n941912,Retained,Single,0,Full Time,22,0,No,Yes,F,0,8,Medium,SEM-1,Faculty of Health
n942094,Retained,Single,48,Full Time,28,0,No,No,M,6.26,25,High,SEM-2,Sci and Eng Faculty
n942262,Retained,Single,96,Full Time,19,0,No,No,M,6.12,2,High,SEM-1,Sci and Eng Faculty
n942738,Retained,Single,120,Full Time,21,0,Yes,No,F,5,13,Medium,SEM-1,CI Faculty
n943133,Retained,Single,36,Full Time,26,12,No,Yes,M,4.27,12,Medium,SEM-1,Sci and Eng Faculty
n943284,Not Retained,Single,84,Full Time,23,0,No,Yes,M,0,12,Medium,SEM-1,Faculty of Health
n943323,Retained,Single,96,Full Time,20,0,No,No,M,5.01,13,Medium,SEM-1,Faculty of Health
n943776,Retained,Single,96,Full Time,21,0,No,No,F,6.13,1,High,SEM-1,Faculty of Health
n943864,Retained,Single,216,Full Time,25,0,No,Yes,M,5.95,14,Medium,SEM-1,QUT Business School
n944146,Retained,Single,108,Full Time,20,0,No,No,M,4.99,22,Medium,SEM-1,Sci and Eng Faculty
n944406,Not Retained,Single,96,Full Time,24,0,No,No,M,5.88,11,High,SEM-1,CI Faculty
n944461,Retained,Single,36,Part Time,19,12,No,No,M,4.22,9,Medium,SEM-1,Faculty of Health
n945037,Retained,Single,96,Full Time,19,0,No,Yes,M,4.99,7,Low,SEM-1,Faculty of Health
n945505,Retained,Single,108,Full Time,27,0,No,Yes,F,6.75,24,High,SEM-1,Faculty of Health
n946244,Not Retained,Single,0,Full Time,19,0,No,No,F,0,8,High,SEM-1,Faculty of Law
n946258,Retained,Single,96,Full Time,22,0,Yes,No,F,5.5,9,Low,SEM-1,Faculty of Health
n946316,Retained,Single,96,Full Time,19,0,No,No,F,5,8,Medium,SEM-1,QUT Business School
n946456,Retained,Single,144,Part Time,27,0,No,No,F,6.02,1,High,SEM-1,Faculty of Law
n946505,Retained,Single,0,Full Time,25,0,No,No,M,0.01,7,Medium,SEM-1,Faculty of Health
n946981,Retained,Single,96,Full Time,19,0,No,No,F,6,3,Medium,SEM-1,QUT Business School
n947098,Not Retained,Single,0,Full Time,19,48,No,Yes,M,1,10,High,SEM-2,Sci and Eng Faculty
n947356,Not Retained,Single,96,Full Time,19,0,No,No,F,6.76,13,Low,SEM-2,Sci and Eng Faculty
n947521,Not Retained,Single,0,Full Time,19,48,No,No,F,1.01,2,Medium,SEM-1,Faculty of Health
n948494,Not Retained,Double,96,Full Time,20,0,No,No,F,6,7,High,SEM-1,Sci and Eng Faculty
n948811,Not Retained,Single,36,Full Time,26,60,No,Yes,M,2.88,15,Medium,SEM-1,Faculty of Health
n948893,Not Retained,Single,96,Full Time,19,0,No,No,M,5.37,8,Medium,SEM-1,Sci and Eng Faculty
n950232,Retained,Single,96,Full Time,20,0,No,Yes,F,4.63,10,Medium,SEM-1,QUT Business School
n950233,Retained,Single,48,Full Time,27,0,Yes,No,F,4.01,9,High,SEM-2,Faculty of Health
n950364,Not Retained,Single,84,Full Time,21,0,No,Yes,M,5.56,9,Medium,SEM-1,Faculty of Education
n950712,Retained,Single,96,Full Time,20,0,No,No,F,6.13,5,High,SEM-1,Faculty of Education
n951604,Not Retained,Single,0,Full Time,19,48,No,No,F,1.49,6,High,SEM-1,Faculty of Health
n951720,Retained,Single,192,Full Time,23,0,Yes,No,M,5.49,7,Medium,SEM-1,Sci and Eng Faculty
n951772,Not Retained,Single,84,Full Time,19,12,No,Yes,M,4.14,12,Medium,SEM-1,CI Faculty
n952183,Not Retained,Single,48,Full Time,20,36,No,Yes,M,3.13,2,Medium,SEM-1,Faculty of Education
n952391,Retained,Single,48,Full Time,20,12,No,No,M,4.21,15,Low,SEM-1,Sci and Eng Faculty
n952410,Retained,Double,96,Full Time,19,0,No,No,M,5.74,8,Medium,SEM-1,Sci and Eng Faculty
n952900,Retained,Single,96,Full Time,19,0,No,No,F,4.51,18,Medium,SEM-1,Faculty of Education
n953073,Retained,Single,12,Part Time,19,12,No,Yes,F,4,12,High,SEM-1,Faculty of Law
n953111,Retained,Single,96,Full Time,26,0,No,Yes,M,4.86,2,Medium,SEM-1,Faculty of Health
n953467,Retained,Single,84,Part Time,32,12,No,Yes,F,4.63,18,Medium,SEM-1,Faculty of Law
n953803,Retained,Single,84,Full Time,19,12,No,No,M,4.48,12,High,SEM-1,Sci and Eng Faculty
n954050,Retained,Single,168,Full Time,21,24,No,No,F,4.06,19,Medium,SEM-1,Faculty of Law
n954324,Retained,Single,240,Part Time,23,0,No,No,F,4.74,13,Medium,SEM-1,Faculty of Health
n954568,Retained,Single,48,Full Time,25,0,No,Yes,M,5.76,7,Low,SEM-2,Sci and Eng Faculty
n955082,Not Retained,Single,84,Full Time,19,0,No,No,M,5,11,Low,SEM-1,Sci and Eng Faculty
n955221,Retained,Single,48,Part Time,19,0,No,No,F,4.24,5,Medium,SEM-1,Faculty of Health
n955224,Retained,Single,96,Full Time,21,0,No,Yes,F,5.74,20,High,SEM-1,Faculty of Education
n955464,Retained,Single,48,Full Time,25,0,No,Yes,F,4.74,4,High,SEM-1,Faculty of Health
n955646,Retained,Single,144,Full Time,23,0,No,Yes,M,5,10,Medium,SEM-1,Faculty of Education
n955743,Not Retained,Single,0,Full Time,19,48,No,Yes,M,2,12,Medium,SEM-1,Faculty of Health
n955811,Retained,Single,156,Full Time,23,0,No,No,M,6.35,15,High,SEM-1,Sci and Eng Faculty
n956315,Retained,Single,96,Full Time,19,0,No,Yes,F,5.63,12,Medium,SEM-1,Faculty of Education
n956524,Retained,Single,36,Full Time,20,48,No,No,F,2.86,12,Medium,SEM-1,Faculty of Law
n957141,Retained,Single,96,Full Time,20,0,No,No,M,5.64,6,High,SEM-1,QUT Business School
n957316,Retained,Single,96,Part Time,24,24,No,No,M,4.01,22,Medium,SEM-2,QUT Business School
n958083,Retained,Single,48,Full Time,21,0,Yes,No,M,4.75,3,Medium,SEM-2,Sci and Eng Faculty
n958427,Retained,Single,96,Full Time,20,0,No,No,M,4.74,9,Medium,SEM-1,Sci and Eng Faculty
